date,game,session,winning_numbers,bonus_ball,powerball,megaball
2024-07-30,Powerball,,19 23 30 33 50,,25,
2024-07-31,Powerball,,23 34 37 50 58,,7,
2024-08-01,Powerball,Eve,8 1 9 1 10,1.0,,
2024-08-02,Powerball,,06 07 24 44 54,,13,
2024-08-03,Powerball,,13 33 40 60 61,,20,
2024-08-05,Powerball,,29 42 44 51 54,,12,
2024-08-06,Powerball,,23 29 36 61 70,,22,
2024-08-07,Powerball,,06 19 35 47 57,,9,
2024-08-09,Powerball,,12 32 38 40 57,,21,
2024-08-10,Powerball,Eve,8 10 8 13 20,25.0,,
2024-08-12,Powerball,,09 22 57 67 68,,14,
2024-08-13,Powerball,,34 55 59 65 70,,12,
2024-08-14,Powerball,,08 09 23 29 62,,13,
2024-08-16,Powerball,,22 38 48 51 61,,5,
2024-08-17,Powerball,,12 31 43 45 46,,22,
2024-08-19,Powerball,Eve,8 19 1 2 15,23.0,,
2024-08-20,Powerball,,05 20 26 49 51,,24,
2024-08-21,Powerball,,27 31 33 38 67,,3,
2024-08-23,Powerball,,28 30 44 66 69,,2,
2024-08-24,Powerball,Eve,8 24 5 15 21,24.0,,
2024-08-26,Powerball,,02 04 23 68 69,,15,
2024-08-27,Powerball,,16 18 21 54 65,,5,
2024-08-28,Powerball,,05 33 47 50 64,,20,
2024-08-30,Powerball,Eve,8 30 10 17 20,24.0,,
2024-08-31,Powerball,,04 34 35 38 69,,19,
2024-09-01,Powerball,Eve,9 1 10 1 11,1.0,,
2024-09-02,Powerball,,08 42 46 48 53,,22,
2024-09-03,Powerball,,12 41 43 52 55,,9,
2024-09-04,Powerball,,07 10 21 33 59,,20,
2024-09-06,Powerball,,06 23 41 59 63,,25,
2024-09-07,Powerball,Eve,9 7 2 12 19,25.0,,
2024-09-09,Powerball,,01 16 21 47 60,,5,
2024-09-10,Powerball,Eve,9 10 1 2 16,24.0,,
2024-09-11,Powerball,,10 12 55 65 67,,3,
2024-09-13,Powerball,,21 55 56 57 66,,1,
2024-09-14,Powerball,,29 34 38 48 56,,16,
2024-09-16,Powerball,,08 09 11 27 31,,17,
2024-09-17,Powerball,,14 31 48 57 64,,9,
2024-09-18,Powerball,,01 11 22 47 68,,7,
2024-09-20,Powerball,,20 21 40 49 55,,11,
2024-09-21,Powerball,,17 19 21 37 45,,14,
2024-09-23,Powerball,,15 21 25 37 45,,19,
2024-09-24,Powerball,Eve,9 24 1 6 10,23.0,,
2024-09-25,Powerball,,02 26 45 46 52,,21,
2024-09-27,Powerball,,29 46 53 69 70,,23,
2024-09-28,Powerball,Eve,9 28 3 11 13,24.0,,
2024-09-29,Powerball,Eve,9 29 1 5 8,16.0,,
2024-09-30,Powerball,,09 11 30 43 69,,20,
2024-10-01,Powerball,Eve,10 1 11 1 12,1.0,,
2024-10-02,Powerball,,01 02 21 37 43,,21,
2024-10-04,Powerball,,21 39 42 43 45,,3,
2024-10-05,Powerball,,02 12 46 52 65,,3,
2024-10-07,Powerball,,18 30 31 52 63,,22,
2024-10-08,Powerball,Eve,10 8 3 19 20,22.0,,
2024-10-09,Powerball,,25 32 43 53 66,,10,
2024-10-11,Powerball,,03 10 29 52 57,,20,
2024-10-12,Powerball,Eve,10 12 13 17 18,26.0,,
2024-10-14,Powerball,,14 18 33 64 67,,14,
2024-10-15,Powerball,Eve,10 15 3 10 24,26.0,,
2024-10-16,Powerball,,04 30 39 44 60,,11,
2024-10-18,Powerball,,04 09 26 39 58,,23,
2024-10-19,Powerball,Eve,10 19 7 9 17,23.0,,
2024-10-21,Powerball,,01 25 57 62 64,,15,
2024-10-22,Powerball,,08 43 48 58 60,,4,
2024-10-23,Powerball,,02 15 27 29 39,,20,
2024-10-25,Powerball,,23 26 35 41 43,,7,
2024-10-26,Powerball,,08 12 40 45 51,,15,
2024-10-28,Powerball,,21 27 32 48 67,,17,
2024-10-29,Powerball,,16 22 26 36 56,,1,
2024-10-30,Powerball,,13 22 29 43 58,,22,
2024-11-01,Powerball,Eve,11 1 12 1 1,1.0,,
2024-11-02,Powerball,,10 45 48 58 61,,2,
2024-11-04,Powerball,,06 18 33 48 53,,21,
2024-11-05,Powerball,,02 24 25 52 58,,9,
2024-11-06,Powerball,Eve,11 6 17 18 20,26.0,,
2024-11-08,Powerball,,25 28 42 64 69,,19,
2024-11-09,Powerball,,11 24 50 56 66,,16,
2024-11-11,Powerball,,03 21 24 34 46,,9,
2024-11-12,Powerball,,18 31 33 64 68,,17,
2024-11-13,Powerball,,09 20 26 43 58,,9,
2024-11-15,Powerball,,05 17 35 55 69,,19,
2024-11-16,Powerball,,21 22 25 32 38,,16,
2024-11-18,Powerball,,27 31 41 52 69,,26,
2024-11-19,Powerball,,05 35 50 51 59,,8,
2024-11-20,Powerball,,16 30 60 62 64,,25,
2024-11-22,Powerball,Eve,11 22 4 5 12,15.0,,
2024-11-23,Powerball,,12 13 34 44 67,,8,
2024-11-25,Powerball,,05 35 45 60 63,,12,
2024-11-26,Powerball,,05 22 24 39 42,,3,
2024-11-27,Powerball,Eve,11 27 1 6 7,13.0,,
2024-11-29,Powerball,,03 29 34 37 38,,17,
2024-11-30,Powerball,,04 24 29 39 63,,25,
2024-12-01,Powerball,Eve,12 1 1 1 2,1.0,,
2024-12-02,Powerball,,03 09 26 61 67,,13,
2024-12-03,Powerball,,52 60 61 66 67,,23,
2024-12-04,Powerball,,01 23 25 28 61,,13,
2024-12-06,Powerball,,16 21 33 39 45,,24,
2024-12-07,Powerball,,01 31 43 55 57,,22,
2024-12-09,Powerball,,35 37 40 45 51,,24,
2024-12-10,Powerball,Eve,12 10 3 12 13,14.0,,
2024-12-11,Powerball,Eve,12 11 6 14 20,21.0,,
2024-12-13,Powerball,,36 43 52 58 65,,16,
2024-12-14,Powerball,,12 17 23 52 67,,1,
2024-12-16,Powerball,,09 30 33 57 61,,17,
2024-12-17,Powerball,,56 66 67 68 69,,18,
2024-12-18,Powerball,,06 15 18 33 49,,7,
2024-12-20,Powerball,,02 20 51 56 67,,19,
2024-12-21,Powerball,Eve,12 21 1 12 17,21.0,,
2024-12-23,Powerball,,22 42 44 57 64,,18,
2024-12-24,Powerball,,11 14 38 45 46,,3,
2024-12-25,Powerball,,15 26 27 30 35,,3,
2024-12-27,Powerball,,03 07 37 49 55,,6,
2024-12-28,Powerball,,06 31 51 54 55,,12,
2024-12-30,Powerball,,09 19 33 38 39,,1,
2024-12-31,Powerball,,13 22 27 29 35,,1,
2025-01-01,Powerball,Eve,1 1 10 11 13,18.0,,
2025-01-03,Powerball,,20 42 46 59 69,,19,
2025-01-04,Powerball,,26 32 43 54 56,,24,
2025-01-06,Powerball,Eve,1 6 14 15 16,22.0,,
2025-01-07,Powerball,,20 24 33 39 48,,18,
2025-01-08,Powerball,,01 20 36 38 43,,24,
2025-01-10,Powerball,,09 23 39 65 66,,22,
2025-01-11,Powerball,,03 06 32 37 65,,4,
2025-01-13,Powerball,Eve,1 13 3 7 10,22.0,,
2025-01-14,Powerball,Eve,1 14 2 7 17,20.0,,
2025-01-15,Powerball,,08 41 52 53 58,,7,
2025-01-17,Powerball,Eve,1 17 13 14 24,26.0,,
2025-01-18,Powerball,Eve,1 18 4 21 22,25.0,,
2025-01-20,Powerball,,15 16 32 47 54,,6,
2025-01-22,Powerball,,05 06 27 40 49,,5,
2025-01-25,Powerball,Eve,1 25 3 2 6,1.0,,
2025-01-26,Powerball,Eve,1 26 2 2 5,2.0,,
2025-01-27,Powerball,Eve,1 27 7 9 3,1.0,,
2025-01-28,Powerball,Eve,1 28 6 7 1,1.0,,
2025-01-29,Powerball,Eve,1 29 9 2 1,1.0,,
2025-01-30,Powerball,Eve,1 30 8 9 2,1.0,,
2025-01-31,Powerball,Eve,1 31 5 2 7,2.0,,
2025-02-01,Powerball,Eve,2 1 3 1 4,1.0,,
2025-02-03,Powerball,Eve,2 3 8 9 15,25.0,,
2025-02-04,Powerball,Eve,2 4 16 19 22,26.0,,
2025-02-05,Powerball,,19 27 30 50 62,,14,
2025-02-06,Powerball,Eve,2 6 4 22 4,19.0,,
2025-02-08,Powerball,,23 44 57 60 62,,9,
2025-02-10,Powerball,Eve,2 10 13 15 17,20.0,,
2025-02-11,Powerball,Eve,2 11 8 20 24,1.0,,
2025-02-12,Powerball,,21 32 36 45 49,,18,
2025-02-15,Powerball,,03 16 45 54 56,,12,
2025-02-17,Powerball,,04 44 47 52 57,,9,
2025-02-19,Powerball,,06 21 28 49 60,,20,
2025-02-22,Powerball,,07 18 22 50 65,,15,
2025-02-24,Powerball,,10 11 34 59 68,,14,
2025-02-26,Powerball,,28 48 55 60 62,,20,
2025-03-01,Powerball,Eve,3 1 4 1 5,1.0,,
2025-03-03,Powerball,,18 20 50 52 56,,20,
2025-03-05,Powerball,,24 28 40 63 65,,20,
2025-03-08,Powerball,Eve,3 8 2 4 16,23.0,,
2025-03-10,Powerball,,17 40 47 50 55,,6,
2025-03-12,Powerball,,11 13 28 51 58,,1,
2025-03-15,Powerball,,12 28 33 36 54,,5,
2025-03-17,Powerball,,11 18 23 38 60,,9,
2025-03-19,Powerball,,08 11 21 49 59,,15,
2025-03-20,Powerball,Eve,3 20 2 10 13,25.0,,
2025-03-21,Powerball,Eve,3 21 1 7 9,11.0,,
2025-03-22,Powerball,,06 07 25 46 57,,12,
2025-03-24,Powerball,,06 23 35 36 47,,12,
2025-03-25,Powerball,Eve,3 25 11 17 18,19.0,,
2025-03-26,Powerball,,05 20 29 39 53,,6,
2025-03-27,Powerball,Eve,3 27 2 3 12,25.0,,
2025-03-29,Powerball,,07 11 21 53 61,,2,
2025-03-31,Powerball,,12 41 44 52 64,,25,
2025-04-01,Powerball,Eve,4 1 5 1 6,1.0,,
2025-04-02,Powerball,,05 17 41 64 69,,1,
2025-04-05,Powerball,,04 23 30 46 62,,2,
2025-04-07,Powerball,,20 23 48 59 66,,4,
2025-04-08,Powerball,Eve,4 8 1 3 5,16.0,,
2025-04-09,Powerball,,04 29 37 55 67,,10,
2025-04-11,Powerball,Eve,4 11 12 15 22,24.0,,
2025-04-12,Powerball,,16 22 44 45 53,,19,
2025-04-14,Powerball,,03 20 30 52 62,,1,
2025-04-16,Powerball,,20 24 42 43 49,,19,
2025-04-18,Powerball,Eve,4 18 3 9 2,4.0,,
2025-04-19,Powerball,Eve,4 19 8 40 34,4.0,,
2025-04-21,Powerball,Eve,4 21 8 18 1,5.0,,
2025-04-22,Powerball,Eve,4 22 3 7 16,26.0,,
2025-04-23,Powerball,,15 44 63 66 69,,20,
2025-04-26,Powerball,Eve,4 26 1 12 14,18.0,,
2025-04-28,Powerball,,26 43 51 56 60,,24,
2025-04-30,Powerball,,01 02 03 57 59,,9,
2025-05-01,Powerball,Eve,5 1 2 6 1,2.0,,
2025-05-02,Powerball,Eve,5 2 4 4 1,5.0,,
2025-05-03,Powerball,Eve,5 3 2 10 11,22.0,,
2025-05-04,Powerball,Eve,5 4 4 7 11,15.0,,
2025-05-05,Powerball,Eve,5 5 6 11 12,20.0,,
2025-05-06,Powerball,Eve,5 6 6 5 7,2.0,,
2025-05-07,Powerball,Eve,5 7 3 1 4,1.0,,
2025-05-08,Powerball,Eve,5 8 6 4 1,5.0,,
2025-05-09,Powerball,Eve,5 9 6 12 22,26.0,,
2025-05-10,Powerball,Eve,5 10 6 7 12,19.0,,
2025-05-11,Powerball,Eve,5 11 6 1 6,1.0,,
2025-05-12,Powerball,Eve,5 12 1 2 5,3.0,,
2025-05-13,Powerball,Eve,5 13 3 11 13,19.0,,
2025-05-14,Powerball,Eve,5 14 13 18 24,26.0,,
2025-05-15,Powerball,Eve,5 15 1 10 11,18.0,,
2025-05-16,Powerball,Eve,5 16 6 13 15,25.0,,
2025-05-17,Powerball,Eve,5 17 18 21 23,24.0,,
2025-05-18,Powerball,Eve,5 18 3 9 10,11.0,,
2025-05-19,Powerball,Eve,5 19 7 7 3,5.0,,
2025-05-20,Powerball,Eve,5 20 8 9 15,24.0,,
2025-05-21,Powerball,,09 29 31 34 43,,2,
2025-05-22,Powerball,Eve,5 22 1 7 20,21.0,,
2025-05-23,Powerball,Eve,5 23 6 5 5,5.0,,
2025-05-24,Powerball,Eve,5 24 1 3 11,17.0,,
2025-05-25,Powerball,Eve,5 25 16 18 23,26.0,,
2025-05-26,Powerball,Eve,5 26 4 10 21,25.0,,
2025-05-27,Powerball,Eve,5 27 2 4 12,15.0,,
2025-05-28,Powerball,Eve,5 28 3 4 7,1.0,,
2025-05-29,Powerball,Eve,5 29 8 5 1,5.0,,
2025-05-30,Powerball,Eve,5 30 13 15 17,24.0,,
2025-05-31,Powerball,Eve,5 31 11 16 22,23.0,,
2025-06-01,Powerball,Eve,6 1 7 1 8,1.0,,
2025-06-02,Powerball,,01 07 44 57 61,,21,
2025-06-04,Powerball,Eve,6 4 6 4 2,2.0,,
2025-06-05,Powerball,Eve,6 5 5 6 5,6.0,,
2025-06-06,Powerball,Eve,6 6 3 6 15,26.0,,
2025-06-07,Powerball,,31 36 43 48 62,,25,
2025-06-09,Powerball,,30 33 40 43 52,,25,
2025-06-11,Powerball,,13 25 29 37 53,,3,
2025-06-12,Powerball,Eve,6 12 9 16 19,22.0,,
2025-06-14,Powerball,Eve,6 14 4 6 9,23.0,,
2025-06-15,Powerball,Eve,6 15 5 21 23,26.0,,
2025-06-16,Powerball,,17 21 23 27 52,,19,
2025-06-18,Powerball,,23 29 50 64 67,,11,
2025-06-21,Powerball,,03 16 32 52 62,,24,
2025-06-23,Powerball,Eve,6 23 2 11 18,24.0,,
2025-06-25,Powerball,,02 12 37 51 61,,22,
2025-06-26,Powerball,Eve,6 26 9 12 15,19.0,,
2025-06-27,Powerball,Eve,6 27 9 14 18,20.0,,
2025-06-28,Powerball,,04 35 43 52 62,,12,
2025-06-30,Powerball,,13 28 44 52 55,,6,
2025-07-01,Powerball,Eve,7 1 8 1 9,1.0,,
2025-07-02,Powerball,Eve,7 2 6 19 20,22.0,,
2025-07-04,Powerball,Eve,7 4 4 5 7,11.0,,
2025-07-05,Powerball,,01 28 34 50 58,,8,
2025-07-07,Powerball,,33 35 58 61 69,,25,
2025-07-08,Powerball,Eve,7 8 2 11 13,14.0,,
2025-07-09,Powerball,,05 09 25 28 69,,5,
2025-07-12,Powerball,,08 16 24 33 54,,18,
2025-07-14,Powerball,,08 12 45 46 63,,24,
2025-07-16,Powerball,,04 21 43 48 49,,22,
2025-07-18,Powerball,Eve,7 18 1 10 20,23.0,,
2025-07-19,Powerball,,28 48 51 61 69,,20,
2025-07-21,Powerball,,08 11 28 33 42,,2,
2025-07-23,Powerball,Eve,7 23 2 18 19,25.0,,
2025-07-24,Powerball,Eve,7 24 1 12 14,20.0,,
2025-07-26,Powerball,,08 31 57 65 67,,23,
2025-07-28,Powerball,,07 35 36 43 62,,3,
2025-07-30,Powerball,,04 15 35 50 64,,8,
2025-08-01,Powerball,Eve,8 1 9 1 10,1.0,,
2025-08-02,Powerball,,06 18 34 35 36,,2,
2025-08-04,Powerball,,08 09 19 31 38,,21,
2025-08-06,Powerball,,15 27 43 45 53,,9,
2025-08-09,Powerball,Eve,8 9 7 14 23,24.0,,
2025-08-11,Powerball,,06 16 33 40 62,,2,
2025-08-13,Powerball,,04 11 40 44 50,,4,
2025-08-16,Powerball,,23 40 49 65 69,,23,
2025-08-18,Powerball,Eve,8 18 3 14 22,24.0,,
2025-08-20,Powerball,,31 59 62 65 68,,5,
2025-08-23,Powerball,,11 14 34 47 51,,18,
2025-08-25,Powerball,Eve,8 25 2 1 8,3.0,,
2025-08-26,Powerball,Eve,8 26 2 8 7,1.0,,
2025-08-27,Powerball,Eve,8 27 1 7 6,1.0,,
2025-08-28,Powerball,Eve,8 28 6 7 5,1.0,,
2025-08-29,Powerball,Eve,8 29 8 3 4,1.0,,
2025-08-30,Powerball,Eve,8 30 9 8 3,8.0,,
2025-08-31,Powerball,Eve,8 31 2 1 3,6.0,,
2025-09-01,Powerball,Eve,9 1 10 1 11,1.0,,
2025-09-03,Powerball,,03 16 29 61 69,,22,
2025-09-06,Powerball,,11 23 44 61 62,,17,
2025-09-08,Powerball,,26 28 41 53 64,,9,
2025-09-10,Powerball,,02 24 45 53 64,,5,
2025-09-13,Powerball,,28 37 42 50 53,,19,
2025-09-14,Powerball,Eve,9 14 8 13 14,26.0,,
2025-09-15,Powerball,,14 15 32 42 49,,1,
2025-09-17,Powerball,,07 30 50 54 62,,20,
2025-09-20,Powerball,Eve,9 20 9 11 20,24.0,,
2025-09-22,Powerball,Eve,9 22 3 5 6,10.0,,
2025-09-24,Powerball,,15 31 45 49 53,,19,
2025-09-27,Powerball,,10 16 32 61 66,,4,
2025-09-29,Powerball,,01 03 27 60 65,,16,
2025-10-01,Powerball,Eve,10 1 11 1 12,1.0,,
2025-10-04,Powerball,,03 07 47 67 68,,2,
2025-10-06,Powerball,,28 29 32 66 67,,3,
2025-10-08,Powerball,,08 10 44 48 54,,14,
2025-10-11,Powerball,Eve,10 11 13 16 18,20.0,,
2025-10-13,Powerball,,13 14 32 52 64,,12,
2025-10-15,Powerball,,10 13 28 34 47,,15,
2025-10-18,Powerball,,03 11 27 40 58,,10,
2025-10-20,Powerball,,32 38 66 67 69,,19,
2025-10-22,Powerball,,18 37 52 54 60,,12,
2025-10-25,Powerball,Eve,10 25 5 6 12,19.0,,
2025-10-27,Powerball,,17 39 43 51 66,,20,
2025-10-29,Powerball,,04 24 49 60 65,,1,
2025-11-01,Powerball,Eve,11 1 1 5 1,5.0,,
2025-11-02,Powerball,Eve,11 2 2 8 2,3.0,,
2025-11-03,Powerball,Eve,11 3 7 8 8,1.0,,
2025-11-04,Powerball,Eve,11 4 2 2 6,1.0,,
2025-11-05,Powerball,Eve,11 5 1 9 2,11.0,,
2025-11-06,Powerball,Eve,11 6 3 1 11,6.0,,
2025-11-07,Powerball,Eve,11 7 8 1 1,3.0,,
2025-11-08,Powerball,Eve,11 8 4 4 4,6.0,,
2025-11-09,Powerball,Eve,11 9 6 3 9,1.0,,
2025-11-10,Powerball,Eve,11 10 2 3 9,2.0,,
2025-11-11,Powerball,Eve,11 11 3 3 4,1.0,,
2025-11-12,Powerball,Eve,11 12 5 5 9,11.0,,
2025-11-13,Powerball,Eve,11 13 5 9 4,1.0,,
2025-11-14,Powerball,Eve,11 14 6 5 1,11.0,,
2025-11-15,Powerball,Eve,11 15 6 2 11,15.0,,
2025-11-16,Powerball,Eve,11 16 5 2 8,1.0,,
2025-11-17,Powerball,Eve,11 17 2 5 8,1.0,,
2025-11-18,Powerball,Eve,11 18 3 8 1,11.0,,
2025-11-19,Powerball,Eve,11 19 1 2 2,5.0,,
2025-11-20,Powerball,Eve,11 20 9 8 1,11.0,,
2025-11-21,Powerball,Eve,11 21 6 8 7,2.0,,
2025-11-22,Powerball,Eve,11 22 3 1 2,11.0,,
2025-11-23,Powerball,Eve,11 23 9 8 7,1.0,,
2025-11-24,Powerball,Eve,11 24 5 1 9,1.0,,
2025-11-25,Powerball,Eve,11 25 1 8 1,11.0,,
2025-11-26,Powerball,Eve,11 26 2 4 1,11.0,,
2025-11-27,Powerball,Eve,11 27 6 1 6,1.0,,
2025-11-28,Powerball,Eve,11 28 7 5 8,1.0,,
2025-11-29,Powerball,Eve,11 29 4 7 1,11.0,,
2025-11-30,Powerball,Eve,11 30 8 1 2,11.0,,
2025-12-01,Powerball,Eve,12 1 8 5 8,12.0,,
2025-12-02,Powerball,Eve,12 2 6 4 6,1.0,,
2025-12-03,Powerball,Eve,12 3 4 7 1,12.0,,
2025-12-04,Powerball,Eve,12 4 7 2 4,1.0,,
2025-12-05,Powerball,Eve,12 5 9 8 1,12.0,,
2025-12-06,Powerball,Eve,12 6 7 2 9,1.0,,
2025-12-07,Powerball,Eve,12 7 2 8 3,2.0,,
2025-12-08,Powerball,Eve,12 8 7 12 8,4.0,,
2025-12-09,Powerball,Eve,12 9 1 5 1,12.0,,
2025-12-10,Powerball,Eve,12 10 7 9 1,12.0,,
2025-12-11,Powerball,Eve,12 11 4 7 8,1.0,,
2025-12-12,Powerball,Eve,12 12 2 8 4,2.0,,
2025-12-13,Powerball,Eve,12 13 7 2 2,1.0,,
2025-12-14,Powerball,Eve,12 14 5 8 9,12.0,,
2025-12-15,Powerball,Eve,12 15 6 7 9,3.0,,
2025-12-16,Powerball,Eve,12 16 8 8 1,2.0,,
2025-12-17,Powerball,Eve,12 17 2 2 4,1.0,,
2025-12-18,Powerball,Eve,12 18 3 3 5,12.0,,
2025-12-19,Powerball,Eve,12 19 5 3 7,2.0,,
2025-12-20,Powerball,Eve,12 20 9 5 2,1.0,,
2025-12-21,Powerball,Eve,12 21 9 7 9,12.0,,
2025-12-22,Powerball,Eve,12 22 5 8 7,1.0,,
2025-12-23,Powerball,Eve,12 23 5 6 9,21.0,,
2025-12-24,Powerball,Eve,12 24 4 17 18,21.0,,
2025-12-25,Powerball,Eve,12 25 3 2 8,3.0,,
2025-12-26,Powerball,Eve,12 26 2 4 10,13.0,,
2025-12-27,Powerball,Eve,12 27 10 12 21,22.0,,
2025-12-28,Powerball,Eve,12 28 9 1 3,12.0,,
2025-12-29,Powerball,Eve,12 29 6 6 6,12.0,,
2025-12-30,Powerball,Eve,12 30 1 9 4,5.0,,
2025-12-31,Powerball,Eve,12 31 11 18 21,24.0,,
